"V1","V2"
"MFSD9","Plasma"
"TMEM127","Plasma"
"EDAR","Plasma"
"GPR45","Plasma"
"PLXNC1","Plasma"
"DRAM1","Plasma"
"SLC41A2","Plasma"
"THSD1","Plasma"
"IGF2BP3","Plasma"
"KDELR2","Plasma"
"AOAH","Plasma"
"TTYH3","Plasma"
"ACSBG1","Plasma"
"MTHFS","Plasma"
"TEX2","Plasma"
"RTP4","Plasma"
"CD302","Plasma"
"KCTD3","Plasma"
"IL36A","Plasma"
"UGGT1","Plasma"
"GYPC","Plasma"
"LRRC8A","Plasma"
"OR1J1","Plasma"
"OR13C9","Plasma"
"SLC31A2","Plasma"
"GABBR2","Plasma"
"OR1L4","Plasma"
"DERL1","Plasma"
"SIT1","Plasma"
"DCTN3","Plasma"
"CD72","Plasma"
"FAM65B","Plasma"
"KIF13A","Plasma"
"TMEM63B","Plasma"
"IER3","Plasma"
"RNF144B","Plasma"
"HLA-F","Plasma"
"NRM","Plasma"
"FAM8A1","Plasma"
"TLR2","Plasma"
"PRKRIR","Plasma"
"RAB30","Plasma"
"SLCO5A1","Plasma"
"SULF1","Plasma"
"DDX60L","Plasma"
"HTR3B","Plasma"
"SORL1","Plasma"
"MMP7","Plasma"
"MMP20","Plasma"
"MMP27","Plasma"
"FXYD6","Plasma"
"MMP13","Plasma"
"THBS1","Plasma"
"FAM82A2","Plasma"
"TMEM62","Plasma"
"ADAM10","Plasma"
"CYP19A1","Plasma"
"EPT1","Plasma"
"KHK","Plasma"
"ADCY3","Plasma"
"CYP1B1","Plasma"
"PREB","Plasma"
"ABCG5","Plasma"
"SLC3A1","Plasma"
"CYP2C9","Plasma"
"LOXL4","Plasma"
"CALHM2","Plasma"
"KIF20B","Plasma"
"DNAJC13","Plasma"
"GPR87","Plasma"
"SATB2","Plasma"
"ASNSD1","Plasma"
"CHRNA1","Plasma"
"ITGAV","Plasma"
"SLC40A1","Plasma"
"COL8A1","Plasma"
"DIRC2","Plasma"
"WBP11","Plasma"
"GUCY2C","Plasma"
"ATP2B1","Plasma"
"TSPAN11","Plasma"
"TRHDE","Plasma"
"SLC16A7","Plasma"
"SLCO1B3","Plasma"
"ABCC9","Plasma"
"SYT1","Plasma"
"TMCC3","Plasma"
"IRAK3","Plasma"
"JKAMP","Plasma"
"TRMT5","Plasma"
"FAM189A1","Plasma"
"LIPG","Plasma"
"GALC","Plasma"
"PPWD1","Plasma"
"C12orf49","Plasma"
"PZP","Plasma"
"CLEC2D","Plasma"
"LRP6","Plasma"
"DNAH3","Plasma"
"GDE1","Plasma"
"CORO1C","Plasma"
"VWF","Plasma"
"HSD11B1","Plasma"
"MAN2A1","Plasma"
"CLCN3","Plasma"
"POMT2","Plasma"
"C14orf101","Plasma"
"DSG2","Plasma"
"THOC1","Plasma"
"USP14","Plasma"
"DPEP1","Plasma"
"SLC7A5","Plasma"
"CYBA","Plasma"
"COX10","Plasma"
"TNFRSF13B","Plasma"
"GPR133","Plasma"
"BFAR","Plasma"
"SCARB1","Plasma"
"C14orf166","Plasma"
"SLC6A4","Plasma"
"AP3B2","Plasma"
"TRPV4","Plasma"
"ZFAND6","Plasma"
"CHRNB4","Plasma"
"CDH1","Plasma"
"AARS","Plasma"
"TMCO7","Plasma"
"TM9SF1","Plasma"
"PDGFRB","Plasma"
"FAT2","Plasma"
"CYP46A1","Plasma"
"MYO5C","Plasma"
"AP4E1","Plasma"
"SPPL2A","Plasma"
"THSD4","Plasma"
"SPG11","Plasma"
"SLC30A4","Plasma"
"PTPLAD1","Plasma"
"APH1B","Plasma"
"CILP","Plasma"
"PARP16","Plasma"
"SLC24A1","Plasma"
"NEO1","Plasma"
"HCN4","Plasma"
"SEMA7A","Plasma"
"FLT4","Plasma"
"CDHR2","Plasma"
"LTBP2","Plasma"
"SGCA","Plasma"
"MARS","Plasma"
"LETMD1","Plasma"
"MMD","Plasma"
"TSPAN13","Plasma"
"ZDHHC2","Plasma"
"MSR1","Plasma"
"EFCAB1","Plasma"
"CEP76","Plasma"
"LPCAT2","Plasma"
"CACNG4","Plasma"
"CDH19","Plasma"
"VIPR2","Plasma"
"KCNH2","Plasma"
"RHEB","Plasma"
"TRPA1","Plasma"
"CSPP1","Plasma"
"TRAM1","Plasma"
"ANXA13","Plasma"
"TMED2","Plasma"
"CD33","Plasma"
"SCPEP1","Plasma"
"VMP1","Plasma"
"LMF1","Plasma"
"NUBP2","Plasma"
"PKD1","Plasma"
"RHBDF1","Plasma"
"IL12RB2","Plasma"
"SLC1A1","Plasma"
"ALG1","Plasma"
"ITGA2B","Plasma"
"SLC4A1","Plasma"
"COTL1","Plasma"
"ATP2C2","Plasma"
"METTL2B","Plasma"
"GLP2R","Plasma"
"DNAH9","Plasma"
"ERP44","Plasma"
"SLC12A2","Plasma"
"SLC27A6","Plasma"
"FBN2","Plasma"
"RNF167","Plasma"
"PITPNM3","Plasma"
"ISM1","Plasma"
"PCSK2","Plasma"
"SPTLC1","Plasma"
"GSDMD","Plasma"
"ATP4A","Plasma"
"HPN","Plasma"
"TYROBP","Plasma"
"VAMP7","Plasma"
"CCNE1","Plasma"
"IMPAD1","Plasma"
"KAL1","Plasma"
"CDH20","Plasma"
"CELSR1","Plasma"
"PRDX1","Plasma"
"LGALS3BP","Plasma"
"MAST3","Plasma"
"TMEM59L","Plasma"
"TRPC5","Plasma"
"MID2","Plasma"
"HUWE1","Plasma"
"RALGAPB","Plasma"
"KCNN4","Plasma"
"GRIK5","Plasma"
"KCNQ4","Plasma"
"ATRN","Plasma"
"CSE1L","Plasma"
"INPP4B","Plasma"
"UCP1","Plasma"
"SCARF1","Plasma"
"OVCA2.1-201","Plasma"
"ITGAE","Plasma"
"SLC27A5","Plasma"
"ABCA7","Plasma"
"A1BG","Plasma"
"SLC17A6","Plasma"
"B4DIM8_HUMAN","Plasma"
"DGCR2","Plasma"
"SYP","Plasma"
"GRIN2D","Plasma"
"P2RX3","Plasma"
"NOX4","Plasma"
"TYR","Plasma"
"KCNK6","Plasma"
"IL27RA","Plasma"
"ILVBL","Plasma"
"NOTCH3","Plasma"
"LIFR","Plasma"
"WDR11","Plasma"
"BIRC3","Plasma"
"SLC10A3","Plasma"
"ATP2B3","Plasma"
"TNR","Plasma"
"APLP2","Plasma"
"CDON","Plasma"
"ACVR1","Plasma"
"IFIH1","Plasma"
"CD81","Plasma"
"CNTN3","Plasma"
"SPCS2","Plasma"
"ARHGEF17","Plasma"
"SELP","Plasma"
"SUCO","Plasma"
"EPCAM","Plasma"
"TYRO3","Plasma"
"LTK","Plasma"
"LRP2","Plasma"
"ABCB11","Plasma"
"VAMP8","Plasma"
"KDR","Plasma"
"TNFRSF8","Plasma"
"PIK3CA","Plasma"
"TAF12","Plasma"
"SLC9A1","Plasma"
"CKLF","Plasma"
"LCAT","Plasma"
"CDH3","Plasma"
"PVRL1","Plasma"
"SC5DL","Plasma"
"UPK2","Plasma"
"MCAM","Plasma"
"TECTA","Plasma"
"GPC1","Plasma"
"SLC5A7","Plasma"
"DNAJC10","Plasma"
"FCER2","Plasma"
"MCOLN1","Plasma"
"GPR108","Plasma"
"LOXL3","Plasma"
"LAMC2","Plasma"
"OSGEPL1","Plasma"
"LCT","Plasma"
"ORC4","Plasma"
"KYNU","Plasma"
"NID1","Plasma"
"CPOX","Plasma"
"MUL1","Plasma"
"CAPZB","Plasma"
"SRD5A3","Plasma"
"POPDC2","Plasma"
"UPK1B","Plasma"
"CD80","Plasma"
"IL1RL2","Plasma"
"IL18RAP","Plasma"
"LXN","Plasma"
"GABRA4","Plasma"
"GRIA3","Plasma"
"PCDH10","Plasma"
"ADAM23","Plasma"
"SI","Plasma"
"PRKG2","Plasma"
"AGPAT9","Plasma"
"GUCY1B3","Plasma"
"GRIA2","Plasma"
"GLRB","Plasma"
"SLC30A9","Plasma"
"SEC22C","Plasma"
"CDH10","Plasma"
"KIAA1109","Plasma"
"BMPR1B","Plasma"
"WNT5A","Plasma"
"CNTNAP1","Plasma"
"PSMD3","Plasma"
"ATP6V0A1","Plasma"
"KCNH4","Plasma"
"NNT","Plasma"
"MTRR","Plasma"
"NSUN2","Plasma"
"SERPINI2","Plasma"
"FNDC4","Plasma"
"CAD","Plasma"
"DNAJC27","Plasma"
"PPM1G","Plasma"
"GCKR","Plasma"
"CLDN16","Plasma"
"HRASLS","Plasma"
"ITGA9","Plasma"
"FGFRL1","Plasma"
"TMEM175","Plasma"
"KCNN2","Plasma"
"PPAP2A","Plasma"
"SLC2A9","Plasma"
"MMRN1","Plasma"
"COL5A3","Plasma"
"ICAM1","Plasma"
"SIDT1","Plasma"
"FRAS1","Plasma"
"SCARB2","Plasma"
"SLC12A7","Plasma"
"SLC9A3","Plasma"
"EVC","Plasma"
"ZAP70","Plasma"
"CEP70","Plasma"
"ASTE1","Plasma"
"BST1","Plasma"
"DNAJB11","Plasma"
"FETUB","Plasma"
"SSR3","Plasma"
"CDH6","Plasma"
"NPR3","Plasma"
"VCAN","Plasma"
"THOC3","Plasma"
"SLC1A3","Plasma"
"TNC","Plasma"
"ARRDC3","Plasma"
"ENPEP","Plasma"
"EGF","Plasma"
"NME5","Plasma"
"GABRP","Plasma"
"TRPV5","Plasma"
"ABCB6","Plasma"
"FSTL4","Plasma"
"SEMA3C","Plasma"
"SEMA3A","Plasma"
"NRP1","Plasma"
"COL6A5","Plasma"
"UGT2B10","Plasma"
"GPR116","Plasma"
"POLB","Plasma"
"NBN","Plasma"
"ST7","Plasma"
"NRXN2","Plasma"
"B3GAT3","Plasma"
"MTTP","Plasma"
"SCAP","Plasma"
"OPRK1","Plasma"
"CLCN2","Plasma"
"LAMP3","Plasma"
"TCIRG1","Plasma"
"ADAM18","Plasma"
"ADAM2","Plasma"
"ANK1","Plasma"
"SLC26A4","Plasma"
"ABCB4","Plasma"
"ABCB1","Plasma"
"ADAM22","Plasma"
"ADAM28","Plasma"
"GET4","Plasma"
"SQLE","Plasma"
"SNX19","Plasma"
"KCNC1","Plasma"
"HPX","Plasma"
"BTAF1","Plasma"
"TCTN3","Plasma"
"TMEM115","Plasma"
"DOCK3","Plasma"
"SLIT1","Plasma"
"SFRP5","Plasma"
"TIMP3","Plasma"
"SLC5A4","Plasma"
"SLC5A1","Plasma"
"EIF2B2","Plasma"
"SCARF2","Plasma"
"CACNA1C","Plasma"
"B4GALNT3","Plasma"
"ERP27","Plasma"
"ALG10","Plasma"
"PIK3C2G","Plasma"
"PLCZ1","Plasma"
"ETNK1","Plasma"
"TMEM117","Plasma"
"C1RL","Plasma"
"CLSTN3","Plasma"
"TAPBPL","Plasma"
"CD27","Plasma"
"SLC38A4","Plasma"
"AMIGO2","Plasma"
"MARCH9","Plasma"
"GLIPR1","Plasma"
"TMEM19","Plasma"
"LGR5","Plasma"
"SLC6A15","Plasma"
"PTPRQ","Plasma"
"TMTC3","Plasma"
"KERA","Plasma"
"SLC15A4","Plasma"
"SLC39A5","Plasma"
"GPR84","Plasma"
"NABP2","Plasma"
"ITGB7","Plasma"
"ERBB3","Plasma"
"LMBR1L","Plasma"
"ESYT1","Plasma"
"SSTR1","Plasma"
"CDH24","Plasma"
"FITM1","Plasma"
"L2HGDH","Plasma"
"PELI2","Plasma"
"RTN1","Plasma"
"C14orf37","Plasma"
"ADAM21","Plasma"
"RDH12","Plasma"
"GPR65","Plasma"
"DUOXA1","Plasma"
"SORD","Plasma"
"BNIP2","Plasma"
"DISP2","Plasma"
"TSPAN3","Plasma"
"MESDC1","Plasma"
"IGF1R","Plasma"
"ADAMTS17","Plasma"
"SCAMP2","Plasma"
"RHCG","Plasma"
"ABHD2","Plasma"
"WDR93","Plasma"
"FURIN","Plasma"
"PRSS36","Plasma"
"ITGAX","Plasma"
"IGSF6","Plasma"
"NUDT7","Plasma"
"CMTM2","Plasma"
"CDH11","Plasma"
"SPG7","Plasma"
"DPEP3","Plasma"
"SGSM2","Plasma"
"RHBDL3","Plasma"
"ABCA8","Plasma"
"ABCA10","Plasma"
"G6PC3","Plasma"
"CDH2","Plasma"
"AFG3L2","Plasma"
"SLC39A6","Plasma"
"GALNT1","Plasma"
"MEP1B","Plasma"
"NPC1","Plasma"
"SAT2","Plasma"
"ASGR1","Plasma"
"TTYH2","Plasma"
"SECTM1","Plasma"
"RNF165","Plasma"
"DYM","Plasma"
"CBLN2","Plasma"
"ERBB2","Plasma"
"CYP4F22","Plasma"
"SLC39A3","Plasma"
"CIB3","Plasma"
"SMG9","Plasma"
"PSG9","Plasma"
"IFNAR1","Plasma"
"SIK1","Plasma"
"EMP3","Plasma"
"BCAM","Plasma"
"LMTK3","Plasma"
"FXYD7","Plasma"
"ADAMTS10","Plasma"
"SLC6A3","Plasma"
"LILRB4","Plasma"
"CACNG8","Plasma"
"PDE4A","Plasma"
"C19orf52","Plasma"
"FBN3","Plasma"
"TM4SF5","Plasma"
"SLC47A1","Plasma"
"GPR32","Plasma"
"ACPT","Plasma"
"IGLON5","Plasma"
"WRAP73","Plasma"
"IL22RA1","Plasma"
"EVA1B","Plasma"
"TINAGL1","Plasma"
"SLC44A3","Plasma"
"CD53","Plasma"
"CELSR2","Plasma"
"GJA5","Plasma"
"GPR161","Plasma"
"SFT2D2","Plasma"
"DUSP27","Plasma"
"ILDR2","Plasma"
"FCGR2A","Plasma"
"FCRL4","Plasma"
"HMCN1","Plasma"
"ADAMTSL4","Plasma"
"CERS2","Plasma"
"POGZ","Plasma"
"KCNH1","Plasma"
"JTB","Plasma"
"CREB3L4","Plasma"
"KCNN3","Plasma"
"ITPKB","Plasma"
"CNIH3","Plasma"
"LBR","Plasma"
"ARL8A","Plasma"
"ABCG8","Plasma"
"VPS54","Plasma"
"CLEC4F","Plasma"
"OTOF","Plasma"
"NAT8","Plasma"
"SFXN5","Plasma"
"TEX261","Plasma"
"MALL","Plasma"
"RALB","Plasma"
"TMEM177","Plasma"
"SLC20A1","Plasma"
"CNGA3","Plasma"
"UBXN4","Plasma"
"THSD7B","Plasma"
"GPR17","Plasma"
"KIAA1715","Plasma"
"TMEFF2","Plasma"
"KLHL23","Plasma"
"PTH2R","Plasma"
"CPO","Plasma"
"ABCA12","Plasma"
"SUMF1","Plasma"
"CXCR7","Plasma"
"SLC4A3","Plasma"
"MARCH4","Plasma"
"CCBP2","Plasma"
"FAM198A","Plasma"
"SLC22A14","Plasma"
"IQSEC1","Plasma"
"ARL6IP5","Plasma"
"LRIG1","Plasma"
"ITIH1","Plasma"
"LRTM1","Plasma"
"NXPE3","Plasma"
"GPR128","Plasma"
"AGTR1","Plasma"
"TRPC1","Plasma"
"TCTA","Plasma"
"UCN2","Plasma"
"STXBP5L","Plasma"
"TM4SF19","Plasma"
"EPHA5","Plasma"
"CORIN","Plasma"
"ATP10D","Plasma"
"SLC10A4","Plasma"
"SLC10A6","Plasma"
"ENOPH1","Plasma"
"TBCK","Plasma"
"CISD2","Plasma"
"FABP2","Plasma"
"MARCH1","Plasma"
"SFRP2","Plasma"
"GLRA3","Plasma"
"ROPN1L","Plasma"
"MARCH6","Plasma"
"CDH18","Plasma"
"ADAMTS16","Plasma"
"SRD5A1","Plasma"
"FAM105A","Plasma"
"OSMR","Plasma"
"UGT3A1","Plasma"
"GZMA","Plasma"
"MEGF10","Plasma"
"ADAMTS19","Plasma"
"YIPF5","Plasma"
"TIMD4","Plasma"
"GABRA6","Plasma"
"GABRB2","Plasma"
"KCNMB1","Plasma"
"LRRTM2","Plasma"
"GFRA3","Plasma"
"HIGD2A","Plasma"
"SCUBE3","Plasma"
"ANO7","Plasma"
"NFKBIE","Plasma"
"MMS22L","Plasma"
"GPR6","Plasma"
"TAAR6","Plasma"
"TAAR8","Plasma"
"TAAR1","Plasma"
"SLC18B1","Plasma"
"SLC2A12","Plasma"
"PNLDC1","Plasma"
"SLC22A3","Plasma"
"VWDE","Plasma"
"FERD3L","Plasma"
"EGFR","Plasma"
"SRCRB4D","Plasma"
"PSPH","Plasma"
"SLC12A9","Plasma"
"TMEM140","Plasma"
"EPHA1","Plasma"
"NLGN4X","Plasma"
"DENND2A","Plasma"
"TMEM47","Plasma"
"SLC16A2","Plasma"
"CHST7","Plasma"
"GPR174","Plasma"
"HTR2C","Plasma"
"DOCK11","Plasma"
"GPR119","Plasma"
"MFHAS1","Plasma"
"SLC18A1","Plasma"
"CHRNA6","Plasma"
"TNFRSF10B","Plasma"
"DOCK5","Plasma"
"DNAJC5B","Plasma"
"CRH","Plasma"
"SYBU","Plasma"
"LRP12","Plasma"
"TATDN1","Plasma"
"NTRK2","Plasma"
"OR13C4","Plasma"
"OR1K1","Plasma"
"NOTCH1","Plasma"
"FAM188A","Plasma"
"HABP2","Plasma"
"NPFFR1","Plasma"
"PAOX","Plasma"
"ITPRIP","Plasma"
"LRRC4C","Plasma"
"IMMP1L","Plasma"
"PGAP2","Plasma"
"PAMR1","Plasma"
"SLC1A2","Plasma"
"OR5F1","Plasma"
"TMX2","Plasma"
"SLC43A1","Plasma"
"C11orf73","Plasma"
"ENDOD1","Plasma"
"TENM4","Plasma"
"PAK1","Plasma"
"ATM","Plasma"
"ST14","Plasma"
"GGTLC1","Plasma"
"TMEM138","Plasma"
"FADS3","Plasma"
"ROM1","Plasma"
"FADS2","Plasma"
"ZP1","Plasma"
"PLAC1L","Plasma"
"MS4A3","Plasma"
"MS4A2","Plasma"
"EI24","Plasma"
"ESAM","Plasma"
"MPZL2","Plasma"
"SCN2B","Plasma"
"MPZL3","Plasma"
"TAGLN","Plasma"
"KIAA1755","Plasma"
"SLC13A3","Plasma"
"OCSTAMP","Plasma"
"PIGT","Plasma"
"CABLES2","Plasma"
"SLC22A9","Plasma"
"TM7SF2","Plasma"
"PPP4C","Plasma"
"TMEM219","Plasma"
"MMP10","Plasma"
"CNTN5","Plasma"
"SIRPB1","Plasma"
"KLRF1","Plasma"
"GRIN2B","Plasma"
"OR8K1","Plasma"
"OR5M9","Plasma"
"UHRF1BP1L","Plasma"
"TMEM218","Plasma"
"ADRA2A","Plasma"
"GPM6A","Plasma"
"WDR17","Plasma"
"CD226","Plasma"
"DOCK1","Plasma"
"PIH1D2","Plasma"
"FREM2","Plasma"
"CRIM1","Plasma"
"ABCB9","Plasma"
"TKTL2","Plasma"
"SLC7A11","Plasma"
"KCNA6","Plasma"
"LDHC","Plasma"
"TMEM86A","Plasma"
"PLBD2","Plasma"
"SLC2A13","Plasma"
"DIP2C","Plasma"
"DSC2","Plasma"
"TMEM18","Plasma"
"THRSP","Plasma"
"PTPRO","Plasma"
"PIGF","Plasma"
"MFSD6","Plasma"
"TMEM45B","Plasma"
"AMN1","Plasma"
"ZNF385D","Plasma"
"TXNDC16","Plasma"
"MCHR2","Plasma"
"EPHA4","Plasma"
"KCNE4","Plasma"
"TNFSF4","Plasma"
"TMEM163","Plasma"
"TMEM178A","Plasma"
"CYSLTR2","Plasma"
"GRID2","Plasma"
"EPG5","Plasma"
"PDE3B","Plasma"
"KCNK13","Plasma"
"SPOCK1","Plasma"
"FLT1","Plasma"
"IGSF10","Plasma"
"GRIA4","Plasma"
"UGT3A2","Plasma"
"NIPBL","Plasma"
"GJA1","Plasma"
"GMCL1","Plasma"
"ITGA1","Plasma"
"CATSPER3","Plasma"
"GRM1","Plasma"
"GGPS1","Plasma"
"ADAMTS18","Plasma"
"TXNDC11","Plasma"
"SMARCA5","Plasma"
"RANBP2","Plasma"
"TMEM87B","Plasma"
"OR14K1","Plasma"
"PTPRR","Plasma"
"PLA2R1","Plasma"
"ITGB6","Plasma"
"SCN3A","Plasma"
"SCN2A","Plasma"
"CD96","Plasma"
"GPR115","Plasma"
"LPCAT1","Plasma"
"ZDHHC11","Plasma"
"TEX29","Plasma"
"ATP11A","Plasma"
"CD8A","Plasma"
"ATP8B1","Plasma"
"TMPRSS11D","Plasma"
"KCNJ16","Plasma"
"TRIP12","Plasma"
"GDPD1","Plasma"
"SEMA3D","Plasma"
"THY1","Plasma"
"JPH3","Plasma"
"ANKH","Plasma"
"OR8A1","Plasma"
"PANX3","Plasma"
"NRGN","Plasma"
"GPR15","Plasma"
"TOMM70A","Plasma"
"ABI3BP","Plasma"
"CERS3","Plasma"
"ABCA6","Plasma"
"UCHL1","Plasma"
"DISP1","Plasma"
"C8orf12","Plasma"
"ATP8B4","Plasma"
"PPP1R3A","Plasma"
"ASZ1","Plasma"
"GPR26","Plasma"
"ATP5G3","Plasma"
"CXADR","Plasma"
"TMPRSS15","Plasma"
"APP","Plasma"
"ADAMTS1","Plasma"
"SLFN13","Plasma"
"XPC","Plasma"
"MYO5B","Plasma"
"OXNAD1","Plasma"
"SKA1","Plasma"
"USP43","Plasma"
"ABCC3","Plasma"
"CA10","Plasma"
"VOPP1","Plasma"
"TMEM55A","Plasma"
"OTUD6B","Plasma"
"OR4K1","Plasma"
"C16orf87","Plasma"
"OXA1L","Plasma"
"SLC7A7","Plasma"
"MAGEC1","Plasma"
"GRIA1","Plasma"
"CYP26C1","Plasma"
"NUP205","Plasma"
"CYP2C18","Plasma"
"C1orf112","Plasma"
"PDE11A","Plasma"
"BANP","Plasma"
"PPIL3","Plasma"
"FZD7","Plasma"
"SLC26A2","Plasma"
"CSF1R","Plasma"
"MED7","Plasma"
"ADCY8","Plasma"
"RASA2","Plasma"
"ATP1B3","Plasma"
"RAET1L","Plasma"
"NAT2","Plasma"
"WIF1","Plasma"
"MMP16","Plasma"
"ADK","Plasma"
"ADAMTS3","Plasma"
"DRAM2","Plasma"
"STOM","Plasma"
"ADAMTSL3","Plasma"
"SLC28A1","Plasma"
"CCT8","Plasma"
"CLDN17","Plasma"
"CLDN8","Plasma"
"PCDH1","Plasma"
"GDF6","Plasma"
"KCNS2","Plasma"
"TYSND1","Plasma"
"CD109","Plasma"
"PRG3","Plasma"
"ZDHHC5","Plasma"
"GLYATL2","Plasma"
"WDR67","Plasma"
"FRRS1","Plasma"
"COX6A2","Plasma"
"LHFPL4","Plasma"
"FANCD2","Plasma"
"NOMO1","Plasma"
"EXOG","Plasma"
"SLC6A1","Plasma"
"C1orf27","Plasma"
"PRKAG2","Plasma"
"HTR5A","Plasma"
"STEAP2","Plasma"
"CLDN12","Plasma"
"FZD1","Plasma"
"HMGCR","Plasma"
"TMED6","Plasma"
"CLEC18A","Plasma"
"DDX19B","Plasma"
"FUK","Plasma"
"DHRS1","Plasma"
"KIT","Plasma"
"CACNA1D","Plasma"
"IL17RB","Plasma"
"KCNJ6","Plasma"
"C9orf91","Plasma"
"FMNL2","Plasma"
"SPPL3","Plasma"
"KRTCAP3","Plasma"
"GALNT14","Plasma"
"PIK3CB","Plasma"
"RHBDL2","Plasma"
"BTN3A1","Plasma"
"TSPAN33","Plasma"
"CD1A","Plasma"
"OR10K1","Plasma"
"NPC1L1","Plasma"
"SLCO2B1","Plasma"
"PKD1L1","Plasma"
"SLAMF8","Plasma"
"CDH15","Plasma"
"NBL1","Plasma"
"HTR6","Plasma"
"F11R","Plasma"
"SLC45A1","Plasma"
"FCER1G","Plasma"
"FAM160B2","Plasma"
"SLC5A11","Plasma"
"SLC39A14","Plasma"
"CHRNB3","Plasma"
"TMEM141","Plasma"
"MIS18A","Plasma"
"IL10RB","Plasma"
"IFNGR2","Plasma"
"KCNE2","Plasma"
"IGF2BP1","Plasma"
"GJD2","Plasma"
"NPTN","Plasma"
"MCAT","Plasma"
"PKD2L2","Plasma"
"BTG2","Plasma"
"C1R","Plasma"
"AMFR","Plasma"
"UBR1","Plasma"
"CPNE2","Plasma"
"GPR114","Plasma"
"ACE","Plasma"
"TEPP","Plasma"
"SPON2","Plasma"
"ZFYVE28","Plasma"
"OR3A3","Plasma"
"TNFRSF13C","Plasma"
"PTGIR","Plasma"
"SSU72","Plasma"
"HAPLN4","Plasma"
"CILP2","Plasma"
"TMPRSS3","Plasma"
"HSF2BP","Plasma"
"AGPAT3","Plasma"
"LRRC3","Plasma"
"CLDND2","Plasma"
"FCN2","Plasma"
"LILRA4","Plasma"
"ST6GALNAC6","Plasma"
"KIR3DL3","Plasma"
"NCR1","Plasma"
"TMEM190","Plasma"
"NLRP8","Plasma"
"MED27","Plasma"
"FXYD2","Plasma"
"TLCD1","Plasma"
"TMEM199","Plasma"
"PSG6","Plasma"
"CXCR5","Plasma"
"ANO10","Plasma"
"CCR2","Plasma"
"CCR5","Plasma"
"PEAR1","Plasma"
"AZGP1","Plasma"
"FGFR4","Plasma"
"PTGER1","Plasma"
"LRRC14","Plasma"
"LTC4S","Plasma"
"YDJC","Plasma"
"THAP8","Plasma"
"GRIN2C","Plasma"
"MYO15B","Plasma"
"TMEM143","Plasma"
"RDM1","Plasma"
"ALDH16A1","Plasma"
"ITGA5","Plasma"
"NAGS","Plasma"
"IZUMO2","Plasma"
"FAM171A2","Plasma"
"AQP5","Plasma"
"LEMD2","Plasma"
"CXCL16","Plasma"
"CHRNE","Plasma"
"WDR90","Plasma"
"MSLNL","Plasma"
"SSTR5","Plasma"
"NTN3","Plasma"
"ADCY9","Plasma"
"STX5","Plasma"
"ZFPL1","Plasma"
"LRP5","Plasma"
"TPCN2","Plasma"
"PDZK1IP1","Plasma"
"C1orf123","Plasma"
"USP24","Plasma"
"RHCE","Plasma"
"SLC25A34","Plasma"
"PTCHD2","Plasma"
"PDPN","Plasma"
"LAPTM5","Plasma"
"ADC","Plasma"
"TMCO4","Plasma"
"LRRC53","Plasma"
"GBP7","Plasma"
"KCNT2","Plasma"
"VCAM1","Plasma"
"NCSTN","Plasma"
"OLFML2B","Plasma"
"FCGR3B","Plasma"
"C1orf74","Plasma"
"LRRC52","Plasma"
"LHCGR","Plasma"
"CAPN2","Plasma"
"PEX13","Plasma"
"LRRTM1","Plasma"
"KCNF1","Plasma"
"PQLC3","Plasma"
"KCNJ3","Plasma"
"FRZB","Plasma"
"SLC16A14","Plasma"
"INHBB","Plasma"
"SLC9A4","Plasma"
"RNF149","Plasma"
"BMP10","Plasma"
"TGFA","Plasma"
"MERTK","Plasma"
"GNPDA2","Plasma"
"GABRG1","Plasma"
"ALPPL2","Plasma"
"GABRB1","Plasma"
"NIPAL1","Plasma"
"HELQ","Plasma"
"GPR155","Plasma"
"CLDN1","Plasma"
"DCST1","Plasma"
"COL6A3","Plasma"
"EOGT","Plasma"
"POGLUT1","Plasma"
"CCKAR","Plasma"
"ATP1A1","Plasma"
"STK11IP","Plasma"
"TMEM169","Plasma"
"IGFBP7","Plasma"
"KRTCAP2","Plasma"
"CXCR1","Plasma"
"TMEM79","Plasma"
"STK36","Plasma"
"PTPRN","Plasma"
"IHH","Plasma"
"SLC4A7","Plasma"
"KIAA1524","Plasma"
"HDAC11","Plasma"
"GLB1L","Plasma"
"CHCHD4","Plasma"
"STT3B","Plasma"
"RETSAT","Plasma"
"CDS1","Plasma"
"WDFY3","Plasma"
"COX18","Plasma"
"C4orf34","Plasma"
"ABHD6","Plasma"
"IL17RE","Plasma"
"IL17RC","Plasma"
"PRRT3","Plasma"
"PCOLCE2","Plasma"
"PPBP","Plasma"
"HPS3","Plasma"
"TM4SF18","Plasma"
"RYK","Plasma"
"SNRK","Plasma"
"DNAJC5G","Plasma"
"ZDHHC3","Plasma"
"CDCP1","Plasma"
"CCR1","Plasma"
"RTP3","Plasma"
"TDGF1","Plasma"
"ELP6","Plasma"
"ITGB5","Plasma"
"RPN1","Plasma"
"RHO","Plasma"
"RFT1","Plasma"
"IL17RD","Plasma"
"ZDHHC19","Plasma"
"SLC51A","Plasma"
"MFI2","Plasma"
"OTOP1","Plasma"
"EXO5","Plasma"
"CLDN19","Plasma"
"METAP1","Plasma"
"ADH5","Plasma"
"EMCN","Plasma"
"SLC9B1","Plasma"
"FBXW12","Plasma"
"PLXNB1","Plasma"
"SHISA5","Plasma"
"MFSD8","Plasma"
"MST1R","Plasma"
"PRSS12","Plasma"
"ASB5","Plasma"
